at,userName,response,score,label
2023-06-08 11:36:52,j69 geming,"dari segi app bagus banget tapi sayangnya terlalu banyak biaya tambahan, udah gitu di naikin lagi biaya tambahanya, sangat teramat kecewa jadi makin mahal",2,Negatif
2023-06-08 11:29:43,Luluk Alifah,"Gimana ya... Barangnya lebih mahal. Trus , sebenarnya ongkirnya murah cuman 7000 tapi di tambah pembayaran lain saat chekout jadi 12000, malah lebih mahal juga ongkirnya. Pdahal saya pakek toko biru pink ongkir cuman 10rb tanpa ada tambahan lain... Banyak juga ulasan para custamer yang merasa terbebani dengan biaya tambahannya. Dan barangnya terbatas, gak begitu banyak toko dan barang, jadi gak ada pilihan lain lagi...",2,Negatif
2023-06-08 10:33:58,Idam Nurkholis,"untk apknya membantu, tapi sayang sekali buat live chat nya ga fast respond, dan selalu harus tanya ke kantor terdekatnya terus agak sulit si, maaf atas bintang 4 nya.",4,Netral
2023-06-08 10:07:20,Moch. Hariyono,"Promo cashback dan gratis ongkir bisa digabung dengan banyak syarat. Saran saya jaman sedang sulit jangan banyak potongan untuk seller dan tambahan biaya transaksi untuk buyer... Transaksi sekarang kena biaya 2k, promo cashback + gratis ongkir banyak syaratnya.",3,Netral
2023-06-08 08:43:54,Andin Ditha,Saya pengguna dengan pengiriman INSTANT Tapi terlalu kecewa krna harus ikit member Sedangkan belum tentu kita slalu belanja di tokped Dulu milih ini krna lebih mutah keyimbang shopee tapi skrng kok jadi lebih mendingan shope kmana² ya . Makin lama makin ngga jelas ini aplikasi terlalu banyak fitur yg malah memberatkan pembeli dan penjual,1,Negatif
2023-06-07 21:40:33,I_am borneo,Kenapa makin menurun kinerjanya ini aplikasi...dimana mana tu kalo belanja pake cicilan dibayarnya bulan depan kalo di sini harus dibayar dg bulan yg sama saat kita belanja cuma beda tanggal aja mana pake biaya aplikasi segala....pembodohan kalo kayak gini.,2,Negatif
2023-06-07 21:20:55,Roby ady,Pembayaran lewat saldo tokopedia saya order berkali kali enggak selalu di konfirmasi dan selalu di batalkan pesanannya. Saya order barang yang sama di toko yg berbeda selalu enggak di konfirmasi dan dibatalkan padahal saya sudah bayar.mengecewakan.!!,2,Negatif
2023-06-07 21:08:50,Erwin production,"Untuk admin tokopedia, sy sdh masuk kategori ""prioritas""...tolong aplikasinya jngan terlalu berat, kasian kami yg kerja di site tambang jaringan susah. Saat mau pembayaran, justru nyangkut. Akhirnya gagal terus....setelah update ke versi yg baru aplikasi jadi makin susah (berat). Karena saya juga belanja bulanan melalui tokopedia, jadi mohon perhatiannya. Terimakasih. ---- Min balasannya gk masuk akal,..dibilangin saat pembayaran justru macet, gmna mau di tingkatkan transaksinya, byar aj gk bisa",4,Netral
2023-06-07 20:36:31,Mayang Valensia,"Kecewa bgt sm toped,katanya pengguna baru dikasih vocher diskon/cashback dll,eh pas dipakai vocher discountnya mau beli barang tiba² dicancel sepihak dr toped alasan yg gk masuk akal,kan dibatalkan otomatis dr pihak sono, jd massak mau dipakai vochernya lg mau beli di toko yg lain gk bisa lg katanya transaksi utk pertama kali padahal td dibatalkan dr pihak sononya,dah lah pokoknya kecewa bangettt!!!!!!!auto mau hapus aja apk gak guna!!",1,Negatif
2023-06-07 13:20:28,Mito S,"Tadinya sering belanja di Tokopedia sejak 2018, Sejak ada biaya aplikasi Rp. 2000 langsung uninstall aplikasi ini... Jadi nambahi budget.. Nunggu gak ada biaya aplikasi baru install ulang..",1,Negatif
2023-06-07 13:04:53,Rahmat Mulyadi Salam,Sebenarnya bagus barang ny juga berkualitas dan sejauh ini selama hampir 2 th pemakaian aman aja cuman makin kurang untuk gratis ongkir yg cuman kepotong 20k dan harus belanja 50k+,4,Netral
2023-06-07 12:30:51,Sarung Adventure,"Aplikasi nya Sudah Bagus, Sayang Kerjasamanya sama JNE, Jadi lama di pengiriman, nggak bisa buat cpet cpet. Sering di kecewakan samaa Ekspedisi nya. Jadi Mnding Uninstall.",2,Negatif
2023-06-07 11:30:06,Badrus zaman,"Langganan Plus malah rugi, di merchant sebelah toko dan barang sama tapi setelah chek out jatuhnya lebih mahal di TokoPedia,,,, padahal sudah ngluarin untuk langganan Plus.",1,Negatif
2023-06-07 06:16:18,Hilmy Zaky Fauzan,Tolong Diperbaiki dalam pengiriman barang karena sudah sering dalam keterlambatan. Padahal dulu pertama gak pernah terlambat dalam pengiriman. Harus nya dana ongkir dikembalikan saat barang tidak sesuai dengan yang seharusnya.,1,Negatif
2023-06-07 06:14:13,Indirpan,"Sekarang kurang enak pakai Tokopedia, kebanyakan biaya lain²nya........biaya layanan lah... ...biaya aplikasi lah.... trus gratis ongkir nya juga. Di pisah dengan voucher kupon... langsung delet pindah ke aplikasi lain.. hahaha",1,Negatif
2023-06-06 23:31:24,Wahyu S,"Makin Parah ada biaya layanan + biaya jasa aplikasi ,, gratis ongkir nya makin ilang ... Auto pada pindah ke aplikasi sebelah akhir nya ....",1,Negatif
2023-06-06 19:08:32,name fanny,"Pelayanan ekspedisi makin buruk aja.makin kesini makin lelet,percuma langganan plus nyatanya ongkir masih sama aja cuma beda dikit.belum lagi ada biaya lainnya makin tambah membengkak biaya belanja sekarang ini sangat mengecewakan.",1,Negatif
2023-06-06 08:26:40,U.S. Secret Service,"Sangat membantu bgt,apalagi gw yg suka pesan cemilan 😅 nih rekomendasi tokped store cemilan yg sering gw pesen ( NomNom Lestari ) cemilannya enak2 & pianya jg perfect,terima kasih tokopedia.🫰",5,Positif
2023-06-06 03:56:20,Vequaniel,"Dulu aku bangga banget belanja pake Tokopedia karna sering dapat Voucher Diskon 20rb dan Gratis Ongkir. Tapi sekarang dapat Voucher Diskon 20rb pun saya biasa aja dan ga aku pake buat beli apa2, soalnya Voucher Diskon 20rb nya ga bisa digabung dengan Voucher Gratis Ongkir, jadi harus milih salah satu, itu membuat aku kecewa dan sudah berhenti belanja pakai Tokopedia semenjak S&K itu mulai berlaku, & kini aku berpaling ke Lazada yang masih bisa digabung Voucher Diskon & Voucher gratis Ongkirnya.",1,Negatif
2023-06-06 02:06:37,Trobos Mang,"Limit paylater semakin menurun, smentara bayar tepat waktu, skrng sisa 500K tetapi tetap tidak dapat di gunakan, untuk apa di berikan limit tetapi tidak bisa di gunakan, bintang 1 dulu karna masalah blm di atasi dengan baik.",1,Negatif
2023-06-05 21:50:54,Irfan Udin,"dulu belanja ditokped sangat menyenangkan , sekarang waktunya pindah cari yg lain, karena kebanyakan biaya ini itu, voucer cashback sama gratis ongkir hanya bis apilih satu..",1,Negatif
2023-06-05 17:37:09,Muhamad Rizki,"Jujur ya, semenjak ada harga layanan yg tinggi menjadi kurang enak. Tim marketing nya kemana aja? Padahal saya pengguna setia Tokopedia. Voucher gratis ongkir, sampai cashback lainnya jadi tidak bisa disatukan. Ditambah biaya layanan yg fungsi nya buat apa? Cuma buat bayar bintang iklan? Atau apa? Dan satu lagi, asuransi pengiriman yg menurut saya kurang penting. Yg biasanya toko berlabel official store kan gratis, sekarang harus bayar dg nominal tertentu. Sungguh kecewa dg Tokopedia yg sekarang",1,Negatif
2023-06-05 16:20:25,Piriska Agustina,"Janji saya sudah terpenuhi 😍 Sebenarnya ada plus minus dari pengalaman saya baru² ini intinya 1.-karena sistem yang lama dalam menerima saldo yang terkirim melalui pembayaran lain, seperti melalui bank 😭 akhirnya saya kalah cepat karena produk yang saya incar sudah habis stock dan ditambah saat sudah gagal itu saldo BRI saya bukanlah dikembalikan malah tertahan di (saldo refund 😭) tapi untungnya biaya admin nya tidak ada karena pengguna baru coba kalau tdk😪 2 +pelayanan nya top&cepat😍",5,Positif
2023-06-05 14:03:31,Wiwin Winarti,"Setuju banget Ama beberapa ulasan terbaru tentang Tokopedia, setiap transaksi sekarang ada biaya transaksi, biaya jasa aplikasi dan promo gratis ongkir minimal belanja Rp 20000 cuma dalam wilayah yang sama.",3,Netral
2023-06-05 10:29:10,Barry Sahya (GrandExceptionister),"Sistem komplain agak mengecewakan, barang belum diterima sampai saat ini, sudah dikomplain, tapi malah dianggap selesai oleh sistem, kurir ngasih bukti ga jelas plus ga jelas siapa kurirnya",1,Negatif
2023-06-05 07:52:33,Suprianto,"Perfoma apps sudah baik, tapi sayangnya dengan adanya jasa pengiriman AnterAja sangat lambat sudah 2 hari tidak ada pergerakan 😌",1,Negatif
2023-06-05 07:20:10,RIZAL NAWAWI,Maaf skrg Makin nyaman dg orange tokped gk ky dulu..sbg masukan ajh buat tokped tlg biaya kirim ke luar kota khususnya cargo lbh kompetitif lg..soalyna skrg bedanya jauh ama sebelah...klo harga brg sama ajh..,1,Negatif
2023-06-05 05:08:04,Jelajah Tempat,Pengiriman nya terlalu lama dan transaksi ribet dan juga gak gratis ongkir seperti dulu Pengiriman gak bisa pilih lebih baik request,1,Negatif
2023-06-05 02:19:34,CEKO 0213,Knp kok skrg Tokopedia tdk bs membuka riwayat Dietel transaksi/pesanan yg sdg dikirim/yg sdh tiba. Tiap buka Dietel transaksi psti ngeloding trus. Tolong..pihak yg terkait perbaiki apk mu.,5,Positif
2023-06-05 02:00:41,Ahmad Rifai,"Untuk Developer Tokopedia. Tokopedia Sangat Bermanfaat, Terus Tingkatkan Fitur Dan Kualitas Di Dalam Aplikasi.",5,Positif
2023-06-04 13:19:15,sefta agustian,"Tokopedia skrg semakin menyusahkan, g heran nantinya banyak org berbondong2 meninggalkan kalian, history Chat dibatasi cuma 6 bulan, history transaksi cuma 2 tahun, lah kl garansi produk nya 3 tahun atau 5 tahun, buat klaim garansi dg melampirkan no invoice nya gmna coba? Kita g bs melampirkan invoice tersebut ke pihat garansi.. apakah kalian mo nanggung garansi product tersebut?",1,Negatif
2023-06-04 09:09:28,Aprizqi Wibowo,"Parah bgtt!!! Kurir rekomendasinya anehh pensanan dalam perjalanan tapi udah 1 minggu ngga sampek², mana perjalanannya ngga di update lagi",1,Negatif
2023-06-04 07:16:16,susian tono,"setelah biaya layanan naik bukan menambah kualitas layanan, tapi malah layananya jadi lebih buruk. ada 3 orderan saya melebihi 4 hari ga jelas pengirimanya.di komplain nunggunya lebih dari 7 hari",1,Negatif
2023-06-04 00:46:31,Mujahid Alhaq,"Antarmuka lengkap, relatif mudah dipahami alur penggunaannya. Namun, karena tampilan fitur dalam aplikasi cukup kompleks, dalam beberapa hal mungkin akan menemui sedikit kebingungan dalam menemukan tombol/fungsi/fitur yang dicari (kecuali bila sudah terbiasa memakai aplikasinya).",5,Positif
2023-06-03 20:46:59,Joko NurCholish,Bagus mudah di jalankan. Sayangnya fitur kategori terlaris di pilihan urutan di hapus. Makanya sekarang kebanyakan pada lebih suka pake aplikasi buka lapak.,5,Positif
2023-06-03 13:40:19,Silvia Novianti,"Paraah pake gopaylater Tokopedia, cicilan nya sebulan cuma 26k, telat 2 hari denda nya udah 50k, gedean denda nya dari pada harga barang yang di ambil. Ga lagi lagi deh ini mah auto uninstall",1,Negatif
2023-06-03 09:52:55,Dwi Story,"Sekarang kualitas mulai nurun, pake biyaya jasa aplikasi segala jadi agak over budget, katanya buat kualitas user lebih baik, nyatanya gak terasa apapun, yang ada hasil check out makin banyak dan berdasarkan jumlah pembelian lagi. Lebih suka sistem Tokopedia versi zaman bahula atau zaman masih minimal 10.000 bisa bebas ongkir & masih bisa digabung vocer lain, ini sangat membantu para pengguna, lha sekarang harus pilih satu. Jujur sekarang parah dah daya minat belanja online ku luntur drastis",2,Negatif
2023-06-03 08:08:29,Akbar Setia,Sangat mengecewakan saya kira ini aplikasi lebih bagus dari shope tapi hasilnya lebih buruk!!saya pakai kurir anteraja..sy pesan hari Selasa di drop sama penjual hari kamis tapi sampai hari Sabtu blom di ambil sama kurir!!!maaf tidak sesuai ekspektasi saya...kapok belanja di sini!!!!,1,Negatif
2023-06-03 06:57:52,Fero Kitchen,"Sekarang merupakan aplikasi pembelian yang berbayar 2000, padahal sudah memotong seller hampir 10% dari harga jual untuk biasa merchan dan biaya free ongkir. Beda banget dengan Lsd, benar2 free ongkir dan masih bisa mendapat potongan lagi. Dulu Tokopedia terbaik, sekarang terburuk, terlalu banyak mengambil untung dari penjual dan pembeli, hanya saja pembeli tidak merasakan.",1,Negatif
2023-06-02 19:16:51,`nano 7,"Jgn pernah gunakan paylater disini. Bunga tinggi denda /hari 50rb tanpa ada penjelasan dari awal di kontrak digital. Sudah gt di aplikasi tdk ada promo² yg menguntungkan setiap mau belanja. Yakin lah, ni aplikasi bakal tergerus scra cepat & bangkrut",1,Negatif
2023-06-02 18:02:33,Antonius Purba,"Kmaren bintang 5 berikan. Per tgl 02-06-2023, sy kasih bintang 2 dlu. Sy kecewa dgn cara penagihan toped thdp gopay later yg sgt kasar dan tidak manusiawi. Tiap hari sy konfirmasi dan angkat telpon bahwa sy akan bayar, tp tidak bisa periode tepat waktu, krna ada kbutuhan emergency. Setelah bulan berikutnya sy lunasi toh. Stlah sy lunasi, malah akun sy rusak. Klw bisa buka cicilan kedepan, sy lunasi dalam Skali nafas saat ini. Lalu sy uninstal toped di hp sy. Bikin semak aja ni aplikasi.",2,Negatif
2023-06-02 15:07:31,Tomi Candra,"Kemaren masih mending ada biaya layanan 1000, sekarang malah ditambah lagi biaya jasa aplikasi 2000, dan ongkir juga mahal percuma ada logo bebas ongkir, bebas apaaan. Mau belanja murah malah jadi mahal.",1,Negatif
2023-06-02 09:09:34,Shegit W,bayar tidak pernah telat gopaylater cicil...eh mlah d turunin limit gopaylater cicil nya....setelah turun limit nya sekarang malah tidak bisa di pakai transaksi....buat apa di kasih limit kalau tidak bisa d pakai buat transaksi....limit awal 3 juta...skrg jd 500rb...Aneh...paylater yang lain bayar tidak pernah telat bayar limit nya jadi naik...d tokped malah jadi turun....aneh banget....,1,Negatif
2023-06-01 22:54:24,Kevin Monsta,Skrg toped ga bisa search lagi. Setiap item yg di search selalu tidak ada. Katanya bebas ongkir tp hanya berlaku di daerah pulau jawa,1,Negatif
2023-06-01 22:30:33,Chame Encam,"Sejak beberapa kali di kecewakan sama jasa kirim anter aja,dah ga minat belanja lagi, terlebih yg terakhir,ko Tokopedia malah membela jasa kirim,kami sebagai customer yg dirugikan malah di abaikan,... sekarang pelayanan CS dah ga seperti dulu,lamban dan ga jelas,jadi udah pindah ke toko sebelah",2,Negatif
2023-06-01 20:56:32,ris wan,Capek cari barang kalau pake aplikasi ini karena selalu refresh ke halaman awal sehingga pencarian kita ulang lagi berkali kali.,1,Negatif
2023-06-01 19:58:28,Rv Christ,"Ya gak pa² sih nambah biaya kalo proses pengiriman bisa cepat, lah ini udh tambah biaya ini itu pengiriman masih aja stuck 1 hari di expedisi gak keluar². Emang gratis ongkir, tapi apk biru ama orange gak ampe gitu² amat padahal sama² gratis ongkir. Kirain tambah biaya tambah cepat, malah sama aja.",3,Netral
2023-06-01 17:06:38,Moh Solehuddin,"Buat kalian yang bintang 1, karena masalah biaya tambahan, kalian tau ga? Selama ini Tokopedia rugi banyak karena demi memikat pelanggan dan ketika Tokopedia ingin dapet untung malah kalian tidak menghargai Tokopedia itu sendiri, miris sekali kalian ini. Semangat buat Tokopedia, saya tetep dukung karena Tokopedia adalah produk lokal dan Terimakasih atas kebaikan nya selama ini",5,Positif
2023-06-01 15:03:46,email nomor,dulu awal rilis pembelian minimum 10 ribu bisa dapet gratis ongkir lalu naik jadi 20 ribu dan sekarang akun saya sudah gak pernah dapet seperti itu lagi harus belanja di atas 50 ribu baru bisa dapet gratis ongkos kirim itupun 1 kali sehari,1,Negatif
2023-06-01 14:12:05,Maheswara Jauza,"dana refund cuma masuk 2ribu biaya layanan, sisa payment ga kembali semula padahal total 270ribuan. dari pihak tokopediacare bilangnya tanggal 29 bakal direfund ke saldo, tapi sampe sekarang hanya 2ribu aja yang masuk. maaf saya nilai bintang 1 karena saya perlu solusinya, saya uda berusaha sabar dari tanggal 21 mei saya ga dapet barang saya + saya ga dapet uang saya kembali. tolong pihak tokopedia atas solusinya mohon bantu saya",1,Negatif
2023-06-01 12:45:12,Supriady adi,Udh 2x cek out Udh 2x jga di batalain cek out. 1 Kendala penjual Gak responsif. Ke 2. Udh 2 hari barang gak di krim kirim Pake tokped gak SE enak dan secepat dulu . Skrg bnyak embel embel nya ..yg bnyak hambatan ke yg lain,2,Negatif
2023-06-01 09:14:30,Eko Zapetra,"Untuk kesekian kalinya proses belanja online nya buruk, proses nya gagal, dan dana dikembalikan, iya sih gak rugi cuma kerja dua kali, terimakasih atas pengalaman buruk untuk kesekian kalinya, namun karena era nya sdh digital terpaksa harus tetap pakai apl.",1,Negatif
2023-06-01 05:30:51,Andri Suryadi,Tokopedia sejak 2023 ga asik .. cashback ga bisa di gabung sama gratis ongkir kya di shopee .. Trus skrg ada biaya layanan + aplikasi = 3 rebu.. meskipun receh tp lumayan klo sering2 belanjanya ..,2,Negatif
2023-06-01 05:12:07,〘ΜΗeΘ 丝 Κιηg〙,Pengiriman lama banget ya. Terus tambahan gratis ongkir beserta kuponnya tidak bisa digunakan. Klo berjalan mulus akan saya tambahin bintangnya. Jangan cuma hanya mencari keuntungan saja.,1,Negatif
2023-06-01 05:03:57,Ahmad R,"Sesuatu yang fatal banget di tokped yaitu pengembalian dananya gak ngotak,tolonglah tokped,duit yang belum di refund itu menurut saya banyak Mohon perhatikan di masalah pengembalian dana,mana sampai lewat batas max pengembalian🙂",2,Negatif
2023-06-01 01:43:04,Miftahul Hasani,Mau beli pulsa pakai goplaylater cicil aja gak bisaaa..... Terus guna e punya goplaylater apa ..??? Kalo sudah dapat goplaylater itu bisa di gunakan apa pun di aplikasi Tokopedia.. gak perlu di beda-bedain... Jadi minta tolong diperbaiki sistem & aturan nya... Jangan di bikin ruwet sistem nya biar custamer tidak kecewa.... TOLONG DIPERHATIKAN YA .!!!!,1,Negatif
2023-05-31 23:35:25,Prihatinisah Atin,"Meresahkan. Iya sih promonya menarik, tapi kurirnya ga bertanggung jawab semua. Udah 3x beli ditokopedia pengirimannya sangat lama bahkan ga sampai. Bayangin aja beli sameday datengnya 4 hari kemudian, kurir sicepat dan anter aja yang ga mau anter paket sampe rumah. Maunya didepan gang aja, pdhl kurir lain dtg sampe rumah. Next tolong tokped bikin opsi ubah kurir kayak shopee. Jujur kesel aja zonk mulu beli disini, mana refund uangnya lama bgt hampir 3 hari.",1,Negatif
2023-05-31 23:03:48,ARIA SASTRA,"Di tingkatkan lagi informasi pelacakan barang saat di kirim.. iya kita mengerti dengan sistem estiminasi. Tetapi yang minimal beri informasi barang lokasinya dimana. Walaupun masih di tempat pengirimnya, paling minimal beri informasi. Informasi saja sudah cukup.. di tingkatkan lagi yang tokped.. Tokopedia aplikasi hebat",1,Negatif
2023-05-31 20:54:46,Ahlinya Knalpot Racing,"Aplikasi yang memaksa untuk pembaruan. apabila tidak dilakukan, maka tidak bisa melakukan transaksi. Akhirnya saya memilih untuk ganti marketplace lain untuk belanja.",1,Negatif
2023-05-31 20:20:55,Ahmad Ibrahim (Ahmad),"Gratis ongkirnya jadi naik, harus minimal pemebelian diatas 20rb... Terus jadi ada biaya jasa aplikasi, padahal dulu ga ada... Lebih enakan yang 1 tahun lalu",2,Negatif
2023-05-31 15:23:02,Rudi Renata,"Hati hati belanja di tokopedia. Penjual bisa seenaknya bilang asli & baru, no minus, tidak ada cacat. Tetapi yg dikirim ternyata bukan asli & cacat Saat dikomplain keputusan ada di tangan penjual. Penjual berhak menolak komplain & menyatakan barang sudah sesuai pesanan. Bayangkan bila yg dijual emas batangan & berlian, penjual menyatakan asli tapi yg dikirim bukan asli? Tolong tokopedia pikirkan.",3,Netral
2023-05-31 14:46:34,Dhani Deff,"Untuk Solusi Kalm Transaksinya Sy akui Good Tokped, Tapi Sekarang Ada Tambahan Biaya layanan. Biaya Layanan lebih murah Marketplace Orange, Pembayaran COD sesuai saat cekout Orange, Tokped ada tambahan lagi jasa aplikasi. Sory Tokped Transaksi Pindah dulu. Klu tidak ada gebrakan promo tdk menguntungkan siap2x ditinggalkan seperti Marketplace Merah.",2,Negatif
2023-05-31 14:15:12,rachmat farhan,Saya pelanggan setia tokopedia sangat keberatan karena ada nya biaya aplikasi dan biaya layanan. Jadi nya saya sudah tidak belanja lagi karena ada beberapa biaya yang tidak masuk akal menurut saya. Mohon maaf masukan ini terima kasih,5,Positif
2023-05-31 14:08:51,Dartonogojekgojek Gojekgojek,kadang produk nya ga sesuai pesanan kadang sesuai tolong lah kalo komplen bisa di tukar ini mah apa saja cuek anggapan nya ga sah... Banyak penipuan di aplikasi ini.... Kenapa kau biarkan saja gitu loh maksudnya apa ini aplikasi nya,1,Negatif
2023-05-31 09:08:24,Intan Puspitasari,"Tokopedia aplikasi belanja online paling bagus yg pernah saya pakei.belum pernah kecewa belanja di tokopedia mudah "" an gak pernah kecewa. Banyak pilihan barang nya peroses pembayaran nya mudah. Mudah bangi siapa saja gak ribet. Terimakasi saya pengguna tokopedia",5,Positif
2023-05-31 04:15:31,Agil Desi,"Aplikasi tokped saya bermasalah , lalu di instal ulang , dan saya sudah melakukan pembayaran tokopedia card sebelumnya, kenapa instalment baru semua transaksi recordnya hilang, seakan saya blm lakukan payment coba hub CFs ga bisa, coba di handling masalah seperti ini segera itu bukan uang sedikit loh",2,Negatif
2023-05-31 02:06:47,qinan alwy,"Kukira semakin lama semakin bagus. Ternyata semakin lama semakin buruk aja, sekarang setiap transaksi ada biaya layanan dan biaya aplikasi. Bye bye tokped",1,Negatif
2023-05-31 00:33:03,Dudin Saepudin,"Tokopedia memang the best, kalau mau daganganya laku keras setiap menit, setiap hari, tolong di terapkan, voucher diskon toko, voucher cashback, voucher diskon Tokopedia dan harus free ongkir, pasti deh seluruh Indonesia pada cek out hanya di Tokopedia 💚💚💚",5,Positif
2023-05-30 22:01:01,EvanZ 4vieenz,"Parah banget.. Ngasih embel embel kupon diskon ini itu, pas checkout barang, pake kupon diskon, dan udah di bayar, eehhh di batalin sistem... Apa maksud nya itu.. Udh sering kaya gitu, niat ga si kasih promo diskon, udah ongkir nya mahal bnget, ga kaya di Shopee/tiktok, banyak gratisan nya, dan ga PHP.. Parah banget sumpah...",1,Negatif
2023-05-30 18:26:24,Mzubairia1212@gmail.com Zubairi,Tokopedia harus nya lebih care pada toko toko yang lama pengiriman.... Semua pasti yg dirugikan konsumen. Andelannya pengembalian dana. Yg dikembalikan harga barang. Ongkir dan biaya layanan entah kmn,1,Negatif
2023-05-30 16:40:53,Gunarni Narni,Mantappp Untuk Tokopedia kalau bisa blanja dapat coin lagi dan promonya diadakan terus bagian pelanggan lama biar betah dan banyak... Utk aplikasinya sdh mantappp cuma kurir kalau wahana kadang2 tidak ada pemberitahuan sdh sampai dimana.... Untuk semuanya sdh bagus dan pertahankan Sukses Kedepan,5,Positif
2023-05-30 13:54:01,Ismail Mail,Setelah update transaksi jadi gagal sudah di transfer tapi status masih menunggu pembayaran upload foto juga tidak bisa,1,Negatif
2023-05-30 13:03:22,Rifki Zaeni,"Transaksi sebagai seller selalu ada aja masalahnya, Fee nya gede, transaksi sampai rugi 60k pun gak ada solusinya.",1,Negatif
2023-05-30 12:10:36,Ferry Cxp,"Sekarang transaksi di Tokopedia jadi ada biaya transaksinya. Ditambah voucher ongkir dan cashback tidak dapat di pake bersamaan. Makin kesini makin mengecewakan. Ditambah pihak ekspedisi yang buruk, dari barang hilang, barang belum sampe tapi dibilang sudah diterima pembeli, dan yang paling sering pengiriman lambat. Dan sekarang ada tambahan lagi, jasa aplikasi... Wow makin kesini bener2 makin parah.",1,Negatif
2023-05-30 11:04:22,Achmad Rozaq,"Udah berlangganan plus tapi masih saja kena biaya jasa aplikasi tiap transaksi, pengiriman juga tambah lama ja sekarang, jadi kaya percuma gak ada untungnya berlangganan plus tetap mahal karena ada biaya tambahan yang lain lain lagi.",1,Negatif
2023-05-30 08:58:32,Fadhila Hening,"Pesanan bisa dibatalkan secara sepihak oleh Tokopedia jika pembayaran pakai rekening yang sama dengan akun lain, katanya promo tidak bisa digunakan padahal promonya cuma 20rb, buat ongkir sama biaya transaksi",1,Negatif
2023-05-30 07:42:13,anjar syaefa,"Kecewa sama tokopedia, udah pembayaran CC mahal, Cashback yg dijanjikan tidak kunjung tiba, awal invoice ada jumlah cashback yg akan dj dapat, setelah barang sampai, cashback di invoice hilang, dan tidak kunjung masuk ke akun gopay cashbacknya, PAYAH, KECEWA SEBAGAI PELANG TOKOPEDIA",1,Negatif
2023-05-30 07:29:13,ubai more,"Mau kredit HP aja ribet bener, udah pengajuan 2 kali pake home Credit malah dapat email di batalkan, tapi di aplikasi tokopedia nya menunggu konfirmasi, yg benar yg mna.. Padahal data saya bagus gak pernah nunggak.. Chet ke cs tokopedia pun slow respon..",1,Negatif
2023-05-30 00:47:38,gunawan lius,"tolong dong seller jangan pakai ANTERAJA, pesanan saya sudah beberapa yang tidak sampai hingga saat ini sudah berminggu minggu, ini barang sudah urgent, mau pesan lagi juga takut nya jasa kirim nya lama juga jadi serba salah. tolong tokopedia di banned aja jasa kurir ANTERAJA sangat merugikan.",5,Positif
2023-05-30 00:37:37,Sherly Marcella,"Cashback makin sedikit, gratis ongkirnya pelit, kebanyakan biaya jasa ini itu.. shopee aja jasa cuma 1000, msh masuk akal.. lah tokped 3000, uda kek bayar parkir mobil.. klo checkout di 2 atau 3 toko berbeda sekaligus, gratis ongkir cuma bs di 1 toko doank.. mending di shopee, mo checkout 10 toko berbeda sekaligus, gratis ongkirnya bs diterapin ke 10 tokonya.. tokopedia makin payah..",1,Negatif
2023-05-29 21:37:30,Lylea Marita,"Seharusnya voucher pulsa jangan utk yg belum pernah transaksi pulsa, tapi belum pernah menggunakan voucher pulsa. Gara2 lupa ngeklik pas beli pulsa jd gk dpt diskon. Udah gitu ngeselin vouchernya muncul terus setiap ada yg baru, padahal udah bbrp bulan pakai toped. KALAU VOUCHERNYA NGGAK BISA DIPAKAI JANGAN DIMUNCULIN TERUS!",1,Negatif
2023-05-29 20:18:06,asang wu,"Parah ditoko sebelah cuma ada biaya pesanan cuma seribu, ini tokped pake biaya jasa aplikasi juga 2 rb, jadi totalnya 3 rb Gw Uda males belanja lagi di tokped, byk biayanya, mending ke toko sebelah Aplikasi buatan dalam negeri tapi mencekik konsumen dalam negeri, masyarakat blm pulih dari pandemi, malah dicekik pake biaya macem2 bukannya di kasih promo",1,Negatif
2023-05-29 20:06:07,Egy Multazam_A2,Dichek out biaya sudah jelas 56.500 eh ternyata di invoice jadi 59.500 ada biaya aplikasi. Diminta kurir 60.000. Lah parah amat ini tokopedia jadinya. Bukan masalah nominalnya tapi kejelasan biaya dari awal. Chek out itu penting. Jangan cuman ada di invoice. Lagian kenapa juga ada biaya aplikasi lgi. Katanya itu kadang sudah dipotong misal pendapatan penjualnya.,1,Negatif
2023-05-29 16:49:56,Mawardi Suandi,"Saya naikkan satu bintang karena pesanan saya kali ini berhasil sampai, tidak dikembalikan ke penjual sebagaimana 2 pesanan saya sebelumnya. Terima kasih banyak (Tkb) buat kurirnya. Insya Allah akan saya tambah lagi bintangnya jika bisa dapat diskon ongkir Rp 40K untuk pembelian produk dari beda pulau.",4,Netral
2023-05-29 14:49:27,Nani Nuraheni,"knp hbs update makin kesini makin lemot yg chat aja gk ada padahal push iklan jalan terus kepotong,pembeli aja gk ada tp sekalinya jualan potonganya gk kira2,bagi kita penjual kecil saingan banyak habis buat potongan penjualan doank,keseringan merugi",1,Negatif
2023-05-29 13:19:44,donie,"Tadinya aku suka pakai tokopedia,belanja apa aja pasti disini,tapi tidak tahu kenapa paylaternya di blokir,sedangkan tidak pernah telat bayarnya...ya dah mau gimana,hapus saja aplikasinya.thanks.",1,Negatif
