at,userName,content,score,Label
2023-06-20 10:44:37,Blackscoot 3009,"Kenapa setiap saya mau melihat ulasan pembeli,, selalu gak bisa... Cuma ada tulisan ""download sedang diproses"" Kemudian ""ada kesalahan di rumah tokped"" Bagaimana ini? Sementara melihat ulasan adalah salahsatu cara untuk melihat apakah toko yang saya tuju amanah atau tidak! Tolong dijawab dan kasih solusi",1,Negatif
2023-06-20 09:34:12,Agusta Ilham,Sistem aplikasi gak jelas. Disediain promo tapi dipake malah terindikasi transaksi fiktif. Padahal cuma promo potongan harga bukan cashback dll. Kecewa banget.,1,Negatif
2023-06-20 05:26:35,Satrya Oy,"Barang yg ditawarkan cukup lengkap,pembayaran mudah dan aman,.cuma...... 1.bebas ongkir yg tetap bayar,.harusnya potongan bea ongkir,.bukan bebas ongkir.. 2.estimasi kedatangan pesanan yg sering molor secara tiba2/sepihak..mending g usa bikin estimasi klo g mampu menghandlenya..😞. Sebagai pengguna lama saya sangat kecewa sekali...🤕🤕🤕",2,Netral
2023-06-20 04:39:14,Qallbin Salim,"Apaan dah, pengaturan profil masa harus download dulu. Padahal paling penting. UI terlalu ribet, cari toko yang difollow malah jadi favorit.",1,Negatif
2023-06-20 04:34:54,Andi Pratama98,"Ini tokopedia napa sih, mau tarik saldo aja susah amat. Malah di suruh pakai verifikasi no. Hp pula, sedangkan gue no. Hp tersebut udah aktif dan biasa nya pakai pin dari tokopedia enak² aja dan aman² aja, setelah pembaruan bukan nya baik mlh tambah puyeng aturan nya, untuk kedepan nya mohon untuk verifikasi pin tokopedia nya di sertakan klo cmn pakai no. Hp takut banyak yg kena sadap nanti...",1,Negatif
2023-06-20 01:10:04,Puji Citra Perdana,"Belanja apa saja jadi lebih mudah, mantap👍👍😍toko yang menjual bahan utk berjualan ada di Tokopedia, adanya promo2 bikin harga lebih murah, the best lah💪utk Tokopedia, berikan trs promo2 yg menarik, utk membantu dan meringankan cost para UMKM seperti saya😄",5,Positif
2023-06-20 00:16:04,Ai Sulastri,"Biaya jasa aplikasi bikin toko tambah sepi,,, nomer tlpon gak aktif buat narik saldo aja mesti lewat sms aneh repot sekali jualan ditoko ini, cs jg robot terus yg bls, gak kaya shopee biarpun biaya admin mahal puas sama pelayanan nya, gak kaya ini rempah bgt",1,Negatif
2023-06-19 23:32:24,reski aji,"Dulu sering banget pake Tokopedia,tapi berubah sejak Tokopedia jadi anehh, semuanya aneh, akhirnya pindah ke toko oren, bisa grtis ongkir cashback lagi. Mantap lah shopee emang terbaik",1,Negatif
2023-06-19 22:54:58,Rebekka Kurniawati,"toko2 yg berjualan, baik dan barang2 yg dijual, sejauh ini tidak mengecewakan. Tapi sekarang ada biaya layanan 1 rb dan biaya apk 2 rb per transaksi, ini yg memberatkan. Sekarang, kalau tidak terpaksa (artinya di toko online lain masih ada) saya ngga beli di Tokopedia. Sekali lagi sangat MEMBERATKAN, biaya apk 2 rb per transaksi. Bayangin aja 5x transaksi sudah 10 rb, 15x transaksi 30 rb, hallooo Tokped, jangan memberatkan begitu dong, hapus biaya apk 🙏",4,Positif
2023-06-19 21:03:40,Sabiq UR Rozzan,"udah beberapa kali belanja di tokped, aman dan terpercaya, tetap ditingkatkan selalu promo promonya, agar tetap menjadi pelanggan setia Tokopedia 👍🏼👍🏼👍🏼",5,Positif
2023-06-19 11:56:40,Gogio Ok1,ada setelan estimasi produk yg menyulitkan utk jualan di tokopedia..yg tentuin harga adalah penjualnya( org yg mo input )..bukan sistem estimasi hrga produknya..,4,Positif
2023-06-19 08:59:26,Indri Hastuti,"Terlalu ribet, ada status transaksi segala macam. Bisa dibatalkan oleh sistem sendiri. Mau pesan barang nunggu persetujuan toko/sistem. Sangat ribet, saya unisntal lagi. Perbaiki lagi sistemnya",1,Negatif
2023-06-19 05:45:25,Guan Baraqbah,"Aku memutuskan untuk TIDAK LAGI BELANJA di tokopedia 🙏 Karna sangat kecewaaa. Kronologi: Aku dpt voucher pot 30rb tanpa min belanja, happy dong masa ngga! Tapi ketika melakukan payment sebelum waktunya habis, tiba-tiba di batalkan otomatis oleh sistem. Kan ini sangat tidak adil. Mana ada cust yg mau di PHPin !! Malesssss bgt kapok gua belanja disini",1,Negatif
2023-06-19 02:50:23,STUDIO AF,"Tokopedia Sudah Tidak Nyaman Lagi, Karna Gratis Ongkirnya mengunakan Kurir Yang Lelet Dan tidak Jelas. Dulu saya Sering Rekomendasikan Tokopedia untuk di pakai orang lain, sekarang saya harus promosikan untuk Pindah ke Shopee Atau Lazada karna mereka memiliki jasa pengiriman sendiri yang tepat waktu dan jelas. 8 Tahun saya dengan Tokopedia, Sekarang saya harus bilang Goodbye Tokopedia 😢",1,Negatif
2023-06-18 22:54:55,taofiq padilah,"Aneh, biasanya klu dpt vc potongan, ngk pernah dibatalin system, eh ini tau tau dibatalin system, bulan lalu juga sama dibatalin, dah gitu sekrang biaya aplikasi 2k, + biaya layanan 1k hadeh.",1,Negatif
2023-06-18 21:59:54,Imam Erick,"Harga dan ongkir oke. Pas pembayaran, ada aja rinciannnya. Tadinya udah seneng, jadi kecewa karena awalnya murah terasa mahal. Respon penjual sebagian kecil lama bahkan kirim barang tak sesuai pesanan, pengiriman jg ada yg agak lama. Kemasan ada sebagian kecil mengecewakan, bukan masalah besar sebab pengiriman tepat waktu dan kualitas barang oke, hanya tetap perlu diperbaiki lagi. Masalah utama saya adalah respon penjual lama padahal on, dan nominal di akhir pembayaran yang bermacam2 rincian.",4,Positif
2023-06-18 18:16:41,Fauzi Saputra,"Mentang gratis ongkir malah lama pengiriman barang 10 hari. Klau begini proses nya ngapain bikin program gratis ongkir bikin aja bayar pengiriman nya . Lelet iya klo pesanan sampai tak ada cacat klo sampek rusak , gak sesuai brang yg dipesan .dah lama lama nunggu barang rijek nambah kecewa , buang waktu . Nambah biasa pengembalian brang lagi lolok lolok",1,Negatif
2023-06-18 15:47:14,Andi Rayhan,"Sudah di verifikasi di apk, tapi tetap tidak bisa di web dan susah buat beli vape dan lain², kalau bisa ada settingan di apknya untuk umur dan gampang buat pengguna lainnya",2,Netral
2023-06-18 13:52:51,Tina Siagian,"Udah pesanan di batalin toko tpi uang buat biaya layanan sama aplikasi gk di balikin sama tokopedia. Rugi bgt dah, sama aja ngasih tokopedia duit cuma-cuma dong ini. Barang gk dapet uang nya melayang",1,Negatif
2023-06-18 10:18:06,ikhsan maulana hakim,"2 kali beli barang berturut2 di toko yg berbeda, 1) barang tidak sampai, 2) barang yang datang tidak sesuai dengan yang di pesan,, Ini gimana penjualnya gak amanah?",1,Negatif
2023-06-18 07:28:36,Nabiel Randita,"Customer service super lama, dan jawaban tidak nyambung. Sangat tidak solutif. Malu punya penghargaan cs award banyak tp realita cs nya low quality",1,Negatif
2023-06-18 03:07:33,Relovefusion Hobby Shop,"Aplikasi burik di bagian komplain.Error mulu. Waktu ngetik lemot, upload video gagal mulu. Giliran udah komplit semua malah keluar url video not found. Padahal diputer di aplikasi bisa. Dah lah pindah ke sopi aja. Tokped udah potongan buat seller banyak,biaya aplikasi naik 100%. Ongkir retur barang tidak tercover...",1,Negatif
2023-06-17 21:29:37,Afdhol,Saya sering belanja di aplikasi lain dan sesudah saya bandingkan ternyata masih lebih murah ditokopedia sekitar 5rb an..saya berharap ditingkatkan pelayanan kepada saya agar bisa belanja lebih banyak lagi : aktifkan spaylater dan saya bayarnya bisa sampe 12 bln seperti aplikasi belanja lainnya..maju dan sukses selalu tokopedia..,5,Positif
2023-06-17 14:34:46,Adi Mulyana,biaya jasa aplikasi 2000 biaya layanan 1000 udah 3000. sendiri sekarang bnyak yg kasih Bintang 3 kebawah. wajar si emang kurang bagus sekarang sistemnya.apalagi fitur gratis ongkir yg ngandelin Anterin Aja yg suka ga jelas expedisinya. udh bberapa kali paketan telat bgt dan pernah sampe hilang. bisa2 pada pindah ke shopee.,1,Negatif
2023-06-17 14:32:29,Anali Fadhli,"Pesanan saya sudah sampai estimasi tapi belum juga sampai, d komplain malam kelamaan, hadeuh,,,, azab saya belanja disini. Untung kecil rugi banyak....",1,Negatif
2023-06-17 14:12:56,Ashraf dzikrillah Firdaus,Biaya aplikasi 1K + biaya layanan 2K. Voucher dan gratis ongkir gak bisa digabung. Pas dpt voucher diskon 30k doang ehh transaksi dibatalin otomatis & voucher hangus. Pdhal dah hampir setahun gak belanja disini makin kesini makin jauh kesana tokped 🤣🤣🤣,1,Negatif
2023-06-17 12:23:08,Lhy,"tokopedia memudahkan saya dalam memenuhi kebutuhan, dalam genggaman saya sekarang mampu menjangkau barang atau hal yang sulit saya jumpai di sekitar. terima kasih tokopedia, semoga kedepannya makin banyak inovasi terbaru lagi.",5,Positif
2023-06-17 12:05:12,Yessi Lusiana,"Beli kuota data keterangannya trx berhasil. Namun dicek gak kunjung masuk. Akhirnya coba kontak provider. Kata providernya SN gagal, disuruh kontak Tokped. Kontak Tokped Care, dijawab Tsana (sepertinya ini AI ya) disuruh menunggu, ya ampunn... setelah direminder berkali2, sejam kemudian baru direply. Mohon ditingkatkan kualitas layanan CS nya.",2,Netral
2023-06-17 06:03:45,Faaza Abdillah,"Tolong perbaiki fitur melihat foto yang dikirimkan melalui chat antara pembeli dan penjual, karena fitur ini terbilang masih cacat dan sangat sulit untuk melihat/mendownload gambar yang dikirimkan penjual melalui chat. Sekian",3,Positif
2023-06-17 04:27:30,Dimas Fredy,"Kalo nyari ekspedisi yang jelas ya tokped, kadang lambat kadang cepet, masa jarang yang jauh lebih cepat dari jarak yang pendek gaje bener lu, ini paket saya udah 1 minggu belum sampai dan belum ada update dari pihak ekspedisi, lebih suka sistem yang dulu dari pada sekarang, minat belanja online agak kurang sekarang.",2,Netral
2023-06-17 01:37:14,Anang Supriyatna,"Tolong pihak Tokopedia untuk putuskan bermitra dengan expedisi SICEPAT & ANTER AJA, di sediakan gratis ongkir oleh pihak tokped untuk 2 expedisi itu,. namun pihak ekspedisi sangat menyepelekan paket saya 5 hari belum di pickup oleh ANTERAJA, mau rubah expedisi gak bisa",1,Negatif
2023-06-16 15:50:25,Bhy Bhoby,"Untuk Tokopedia tolong kurir anteraja disleksi lagi, kalo bsa di ilangin aja. Masa mau refund barang, udh 16 hari gak di pick up jg. Dasar anjjjj...",3,Positif
2023-06-16 14:30:40,Shinta Dewi Agustina,Aplikasi gajelas. Pantesan gak maju dan rame kaya platform sebelah. Kasih promo tiba-tiba dibatalkan otomatis sama Tokped nya. Tolong lah dievaluasi lagi keseluruhannya kalo gamau kalah saing. Bersaing secara sehat bukan promo palsu.,1,Negatif
2023-06-16 09:22:07,Michael Steven,"saya kecewa, paylater saya tiba2 di tolak sudah 3 bulan. sudah kontak cs cuma disuruh tunggu 30hari. ga ada solusi, padahal saya butuh, pembayaran cicilan jg lancar. aneh, pengalaman buruk",1,Negatif
2023-06-16 09:07:56,Ida Santosa,"Knapa pelayanan Tokopedia makin kesini malah makin kesana ya, terutama barang2 kejar diskon yg dilayani sendiri oleh Tokopedia. Brapa kali kecewa tapi sy msh abaikan, 2 hari ini berturut2 barang yg datang tidak sesuai pesanan, komplen utk barang pertama diajukan tapi respon malah bikin kesal shg barang ke2 mending lgs kasih 1 * saja di ulasan ybs. Sy tdk protes ada biaya aplikasi dan layanan tapi mbokyaooo kualitas lbh bagus. Ini biaya nambah tapi kualitas jatoh. Tolong deh tokped....",1,Negatif
2023-06-16 06:37:19,Anak Kampung,"Baru pertama belanja pake tokped langsung dapat pengalaman buruk, pengiriman tidak jelas sudah sampai di mana hampir 3 minggu pesanan belum datang juga",1,Negatif
2023-06-16 06:35:47,Arjuna Ireng,"Untuk shipping estimasi agak lama..keterangan kurang detail..kalo segi kelengkapan bagus..tapi gak ada bonus, dan ongkir yg mahal",2,Netral
2023-06-16 06:25:08,Chaidir Ilham,"Sangat disayangkan, klaim asuransi sudah di aprove, tapi ga cair2... Pas dikonfirmasi sebulan kemudian, baru ngomong perlu data tambahan... Kenapa ga dari awal BAMBANG... barangnya juga sudah saya buang karena ga bisa kepake",1,Negatif
2023-06-16 04:43:52,Faisal Reza,"Makin kemari makin byk aj tambahan biayanya, alasan demi pelayanan yang lebih baik ga manuk akal makin byk yg pakai makin byk pendapatannya ga perlu tambah biaya aplikasi dan biaya-biaya lain. Dah lama pakai aplikasi ni akhirnya uninstal aj lah makin komersil, bye2 ijo soon orange & toktik...",1,Negatif
2023-06-16 00:51:28,sella Dasella,pesanan gue di batalkan sistem mulu sampe 2x. Trus udh ubah nomor tapi nomor nya ga keubah sama sekali. Di DM di ig lama banget penanganannya 👎👎👎,1,Negatif
2023-06-15 21:03:56,Pujik Pujik,"Toped yg sekarang beda sama yg dulu, Kurir rekomendasi sering terlambat kirim.. muter2 di tempat berhari2 bahkan sampai 4 hari nggak jalan... Sangat mngecewakan sekali.. Solusi kalo di tanya itu2 aja jawabanya.. nggak memuaskan..",1,Negatif
2023-06-15 15:33:52,Simon Westborneo,"Aplikasi tidak memberikan perlindungan semestinya kepada konsumen. Sdh sekian kali barang sy tdk sampai, tp yg dikembalikan hanya harga barang. Sementara asuransi, biaya pelayanan, biaya aplikasi dll tdk dikembalikan. Meskipun sy sdh menjadi member platinum tokopedia, sy sangat kecewa n segera uninstall aplikasi tokopedia n aplikasi terkait dengannya. Terima kasih",1,Negatif
2023-06-15 13:58:46,Esti Yuwana,"Dulu saya setia beli barang apapun disini hampir setiap hari paket datang,semakin kesini kok mahal banget,gopay gak ada cashback,jass aplikasi mahal,ongkir iya,.. Bisa2nya aku pindah orange meskipun apkikasinya lemot...",1,Negatif
2023-06-15 05:54:09,Iwan Mj Tofeek,"Sampai saat saya menulis ulasan ini, pihak tokopedia belum bisa mengatasi masalah dari kurir rekomendasi nya yang sangat lambat. Barang belum sampai sudah melebihi batas estimasi tiba. Saat tracking, hanya ada laporan ""Barang tiba di gerai"". Saya ajukan komplain malah di berikan waktu 4 hari. Sudah ada biaya layanan, biaya jasa aplikasi, malah kinerja nya buruk. Kalau masalah ini cepat teratasi, saya tidak rugi waktu karena saya bisa mencari barang lain.",1,Negatif
2023-06-15 03:44:11,WB Sulistyono,"Bagi pengguna yang baru download dapet voucher diskon 30rb atau 35rb. Tapi sayangnya Omdo, voucher nggak bisa dipake, pas transaksi dibatalkan oleh sistem. Kok Toped jadi payah gini ya..",3,Positif
2023-06-15 01:39:57,Free Man,"masih no 1 cakep pertahankan, kurangi tampilan seperti apk lain yg menawarkan barang dan harga yang tidak sesuai dengan tawaran, terlalu banyak varian harga di dalam nya terima kasih",5,Positif
2023-06-14 15:26:33,Rismi Haryanti,"Klo blnj apa2 ngandelinnya tokped. Berharap barang yg datang selalu aman. Tp satuhari barang yg dikirim mengalami kerusakan kmdian saya mengajukan komplain. Lalu responnya apa? 1. Respon toko lama. 2. Chat CS tokped malah dijawab sama sistem (pertanyaan dan jwbnya GK NYAMBUNG) 3. Pengembalian dana hanya dikembalikan seharga barang, terus biaya ongkirnya dikemanain? Uang ongkir saya hangus. Itu bukan kesalahan saya. Harusnya itu ditanggung sama tokped/tokonya. Dibenerin lg deh kebjkannya. Mrugikn",1,Negatif
2023-06-14 14:35:06,Risma Wati,"Kembali lagi seperti dulu harusnya, bisa belanja minimal 10rb, dpt gratis ongkir beneran 0.padahal sudah 10 kali blnja di sini. Bagi saya tokped jadi kedua sekarang soal ongkir. Saran saya perbaiki ongkir lagi",3,Positif
2023-06-14 11:41:58,rezza yoga,"Jasa pengiriman jelek sekali lama sampai nya, muter2 wilayah itu saja tidak langsung di kirim ke lokasi tujuan. Langsung hapus saja apk nya.",1,Negatif
2023-06-14 08:52:23,muhammad isa,Seller di tokped bikin geram aja.. Nanyain produk di beberapa seller responnya lama dan tiba-tiba produk kosong dan harganya tiba-tiba berubah2 mahal...,1,Negatif
2023-06-14 08:44:00,Afgha “Shadows 14” Tsa Nanda,"Sebelumnya sudah bagus, hanya saja sekarang pengeluaran bertambah lebih karena kebijakan hanya bisa memilih satu voucher promo saja dan beberapa biaya layanan tambahan. Semoga kedepannya Tokopedia mempertimbangkan hal tersebut, agar kualitas yang sebelumnya sudah bagus bisa dirasakan kembali di masa mendatang. Juga menjaga jumlah pelanggan di layanan Tokopedia ini.",3,Positif
2023-06-14 04:31:41,Hendi Bangka,Kecewa dgn kebijakan skrg. Masa bebas ongkir masih kena biaya 20rb. Itu mah bukan bebas ongkir. Pakai aplikasi tokopedia udah bertahun2. Sama kalo ada kehilangan paket aja bisa hampir 1 bulan penyelesaiannya. Asli kecewa berat. Mau pindah aja ke market orange........,2,Netral
2023-06-14 04:13:53,BalQis Kids,Perbaiki tuh fitur kirim foto lewat chat ny.. masa mesti download sgala.. hadeuuuhhh butuh waktu lama buat download dlumh.. contoh dong apk sebelah. Simple . Gak pake download2 sgla kirim fotonya..,2,Netral
2023-06-14 03:32:05,Adam Octaviano,"Kecewa, saya hendak membeli ukulele, akan tetapi sudah masuk menu pembayaran malah gagal dan saldo gopay saya terpotong, uang tabungan langsung ludes 😞. Saran lebih ditingkatkan sistem keamanan pembayaran agar lebih nyaman ketika membeli barang.",1,Negatif
2023-06-13 22:52:19,Iswahyudi _,Sekarang tokped ada biaya layanan ditambah biaya jasa aplikasi yg menurut sy ga jelas fungsinya dan memberatkan konsumen dan membuat over badget..belanja dengan pilihan dilayani tokopedia dan kurir sameday malah tidak datang sameday kurir pilihanya se enaknya terhafap jadwal pengiriman dan ini bukan sekali tapi bebeeapa kali kasus yg sama..please tokped di perbaiki lah,1,Negatif
2023-06-13 22:31:27,Wanwan Linklink9987,"Selama tokopedia pakai jasa kiriman sicepat ( si paling cepat ) kiriman selalu lambat dan gagal dalam kiriman, terimakasih shopee yg selalu banyak menyediakan jasa kiriman dan bisa memilih sesuai keinginan 🥰🥰",1,Negatif
2023-06-13 18:59:21,Costo Eyes,"biaya layanan 1.000 ditambah lagi biaya aplikasi 2.000 Wkwkwk., Biaya aplikasi atuh potong dari penjual kali om yg ada untung nya.,pembeli udah keluar uang kena lg biaya layanan & biaya aplikasi. Sedihnya jadi pembeli. Hahaaa.",1,Negatif
2023-06-13 13:04:18,Edwin Carzar,"Tidak ada fitur batalkan pesanan komplain karena status diproses mulu pick up barang jasa kirim Sicepat tidak ada tanda mau mengambil paket yang akan diretur ke penjual sungguh mengecewakan, tanya TokopediaCare jawabanya selalu masalah terkait Resolusi mulu tidak membantu sama sekali",1,Negatif
2023-06-13 10:34:18,Resthiana Aulia,Tokopedia knp skrg? Udah biaya jasa aplikasi nya jd mahal. Dan kurir rekomendasi sangaaat tidak rekomendasi. Yg biasa paket 1 hari sampai. Ini 4 hari belum sampai!!! Kecewa,1,Negatif
2023-06-13 09:49:01,Ai Inayah,"Saya belanja di tokoped, barang tidak sampai. Beli ke barang dua dari toko berbeda padahal official tapi belum dikirim alasan nya belum diambil ekspedisi padahal udah 3 hari pembelian. Ini gimana ya?",1,Negatif
2023-06-13 07:08:37,Muhamad Wahyudin,Saya kecewa karena kurir gratis ongkir nya pake anter saja. Si super lelet. Coba gratis ongkir nya pake j&t dong biar cepat sampe,3,Positif
2023-06-13 05:05:10,Ananda Sahlatussofiatul Karimah,Jelek banget.. Pertama kali belanja udah di batalin otomatis. Entah karena apa.. Gratis ongkirnya pun cuma sekali bisa di pakai. Kecewa banget. Yg bner dong!!,1,Negatif
2023-06-13 04:06:19,Andi F,"toped tdk ada perbaikan, yg ada tambah buruk, baik dari harga, pengiriman ekspedisi, semakin mahal dan lemot, sdh platinumpun tetap buruk. dah mulai coba ganti lapak sebelah, jika sebulan kedepan masih buruk ya akan uninstall . lapak sebelah skrg very good.",1,Negatif
2023-06-13 03:03:55,Iwan Sunarya (Iwans),Sekarang pelayanan toped makin payah barang datang telat.. status pengiriman juga nga update.. status nya itu2 aja diulang2 nga jelas parah... Tolong lah komitmenya tokopedia kurir & toko yg nga komit harus di tindak..,1,Negatif
2023-06-13 02:09:36,Agus Aziz,"tlg utk pengirimannya d benahi lagi... sama2 pakai reguler, knp klo yg jarak jauh bs lbh cpt sampai drpd yg jaraknya lbh dekat. kebetulan saya ada di malang. misal saya beli d jkt tgl 11, reguler butuh 3 hr perkiraan dtg tgl 14-16. datangnya bs pas tgl 14 kadang 15. tp klo sama2 beli tgl 11 tp beli sktr jatim atau sekota, kenapa kok datangnya tgl 16 kadang lbh ... ini bukan cm d toped, pernah cb pake apk lain jg begitu...",5,Positif
2023-06-13 01:23:09,Jee Joo,"Tokopedia mangkin lama makin aneh"" ada biaya teransaksi,ada biaya aplikasi,ada biaya COD,yg belum biaya teransaksi via bank,liat tu toko sebelah,cuma ongkir setandar 9rb",1,Negatif
2023-06-12 19:24:48,Ludba,"Jadi malas berbelanja di Tokopedia, promo semakin berkurang, syarat voucher cashback dan diskon semakin rumit, banyak biaya tambahan saat cek out, jadi sangat terasa berat belanja apapun untuk kaum bawah. Pokoknya Tokopedia semakin tidak jelas. Payah!",1,Negatif
2023-06-12 12:54:43,D'Green Rumah Sunat & Homecare,"Saya Member Gold Cukup lama sampai sekarang...Berharap Tokopedia Bisa Seperti yg dulu, Kurir gratis ongkirnya cepat sampai, sekarang sering pakai si cepat halu yg sampainya lama pakai banget, ditambah potongan gratis ongkirnya lebih sedikit, Promo cashback dan gratis ongkir tdk bisa dipakai bersamaan, ada biaya layanan, Promo bayar tagihan listrik dll lebih sedikit. Kesimpulannya Sekarang ini layanan tokopedia menurun jauh dibanding sebelumnya.",2,Netral
2023-06-12 10:03:10,Pengguna Google,Update: Tokped jangan pakai expedisi Anteraja lagi..buruk sekali layanannya..paket saya dari Jakarta-Salatiga sudah 5 hari belum sampai2 juga..stuck di Hub..dikomplain tidak ada follow up..putuskan saja kerjasamanya daripada mengecewakan customer.. Marketplace langganan...sudah beberapa kali belanja di sini..dari beli helm sampai beli laptop..secara keseluruhan memuaskan 🙏🙏😁😁,5,Positif
2023-06-12 02:11:35,Muhammad Rokhim,"Kalau ada bintang setengah,saya kasih bintang setengah atau seperempat.semua promo di tokopedia seperti sampah yang tidak berguna, karena tidak bisa di gabungkan dengan bebas ongkir.",1,Negatif
2023-06-12 02:00:59,Fitriah Albajri,"Saya menggunakan Tokopedia sudah bertahun tahun tapi ini saya sangat kecewa dengan pelayanan nya terhadap pembeli.Pembelian di batalkan sepihak oleh Tokopedia,untuk minta refund dana berbelit belit,padahal ini dr pihak pembeli di lakukan secara tunai melalui gerai yg bekerja sama,tapi hanya suruh menunggu tanpa jawaban pasti",1,Negatif
2023-06-11 15:09:03,JK Official,"Dulu saya kasi bintang 5, sekarang saya turunin jadi 2, maaf,, Semakin sering belanja semakin cod dibatasi, 2x sekali belanja, nanti di kasi lagi 2 minggu lagi, itupuan kadang bisa kadang enggak, ahhh taik",2,Netral
2023-06-11 13:38:25,funday dika,"Beli barang, baru sampai surabaya cek lewat resi... Trus gk update lagi... . Dikomplain di Tokopedia care, barang dibilang sudah sampai, sedangkan alamat saya denpasar bali... Kalau sudah sampai mana bukti foto orang yg menerima.. Masak dana mau diteruskan ke penjual.. Seharusnya Tokopedia lebih teliti lagi investigasi nya, apakah ini termasuk penipuan?",1,Negatif
2023-06-11 13:17:40,Fian Junianti,"Sebelumnya bebas biaya apapun, ongkir gratis dan ga banyak syarat. Tp sekarang knp jadi banyak biaya yaaa... pertransaksi kena 2 biaya, minimal 3rb. Lumayan loh wkwkwk Ayo tokped bebenah lagi, sblm pd pindah ke merchant lain",3,Positif
2023-06-11 05:47:42,Magdalena Suropati,"Ada 2x transaksi belanja yg mengecewakan. Yg ke 2 ini malah keluhan saya sama sekali tdk direspon, belanja sjk tgl 21 Mei...sampai h.i barang blm diterima, dana juga tdk dikembalikan, keluhan saya juga sama sekali tidak ditanggapi. Padahal saya member lama. History saya sbg member tdk menjadi pertimbangan bagi Tokopedia utk lebih serius menghandle complain saya.",1,Negatif
2023-06-11 03:43:51,p_ nuryasin,"90% saya gagal belanja di Tokopedia karena gak bisa cod 5%saya gagal belanja di Tokopedia karena biayanya layanan di Tokopedia yang mahal 2% gagal belanja karena sistem check out cod di Tokopedia ribet 2% gagal belanja karena pengiriman yang lumayan lama ""DTS"" 1% karena sistem gratis ongkir dan diskon yang ribet dan berbelit-belit Ternyata rumput tetangga lebih hijau dari yang kita lihat sioren dan si laz ... Untuk Cs Tokopedia jangan arahin saya ke toko pedia care.. kasih saran aja susah amat..",1,Negatif
2023-06-11 03:10:28,Hendra Laswanda,Setiap ada masalah barang yg dibeli.. Proses komplain sengaja dibuat lama ribet. Seolah olah jaringan.. Padahal sistem nya yg jelek. Terutama beli hp yg bermasalah.. Seperti membela penjual yg nakal sehingga konsumen dibuat ribet,1,Negatif
2023-06-11 02:17:18,putro wahyu,"Maaf, sebelumnya saya kasih bintang 4 biar makin kesini berusaha lebih baik, tapi sekarang saya kasih bintang 2 karena malah bikin syarat ribet meskipun cuma nilainya kecil tapi buat customer kecewa, knp? Karena sekarang tokped memberlakukan biaya aplikasi disetiap transaksi pembayaran. Kalau begini terus customer bakal banyak yang pakai toko online lainnya. Tolong hapus sisitem biaya aplikasi agar customer setia tetap percaya menggunakan aplikasi Tokped.",2,Netral
2023-06-11 02:08:24,muhammad nurhadi akmal,Mohon ditambah vitur foto ketika paket diterima. Soalnya sangat berguna untuk yg kurir ya ga bisa masuk perumahan hanya sampai pos security komplek,4,Positif
2023-06-10 16:46:31,Su Santo,"1. ada jasa ini jasa itu jadinya lebih mahal 2. pembayaran dipaksa 2 menit harus sudah di TF ketika VA sudah muncul, padahal di toko lain 24 jam, maksudnya buat copy paste dan buka apk m banking, cek ulang, kan butuh waktu",1,Negatif
2023-06-10 13:12:38,luyusup supu,"Update terus menerus juga tidak ada perubahan, tetap kirim gambar dichat sangat susah, perlu waktu berjam jam sampai berhari hari untuk bisa melihatnya.",1,Negatif
2023-06-10 13:03:45,Arief Yuwono,"Setelah sebelumnya saya sebagai penjual di tokopedia memberikan nilai sempurna, sekarang saya benar-benar kecewa dengan tokopedia 1. Pake Kurir pilihan tapi seperti tidak diseleksi terlebih dahulu kualitasnya, sekarang pengiriman jadi lebih sering terlambat karena barang tidak bergerak di transit, sangat sangat buruk 2. Menggunakan layanan cs tapi sepertinya hanya memasang AI, yg sangat sangat tidak memuaskan dan tidak solutif 3. cost yg dibayar seller bertambah tapi layanan amburadul",1,Negatif
2023-06-10 07:19:59,Donny Iskandar,"Kebanyakan biaya ini itu, charge ini itu jd makin bengkak harga nya dan ongkir nya mahal, lucu biaya pelayanan segala rupa, ya namanya orang buka usaha kalo ngga mau ngelayanin ngga akan ada yg beli, org mau beli pasti tanya, tapi harus bayar biaya pelayanan ya udah ngga jadi nanya ngga jadi beli, toko lain masih banyak",1,Negatif
2023-06-10 04:27:16,fajar hermawan,"Tokped free ongkir sekarang jasa pengirimannya sangat lambat sampainya bisa 3 harian ,ngga kaya dulu sehari sampe , beda sama toko sebelah yg orange sehari sampe ...tolong diperbaiki",1,Negatif
2023-06-10 02:49:59,Ikhsan Hadi Purnama,"Ga jelas, saldo gopay cukup buat transaksi, tapi biayanya yang 10 rb dialihkan ke indomaret jadi harus bayar admin + jasa lagi. Kalo promosi jangan maksa dong. Parah bgt nih, saldo gw pas-pasan malah diperes lagi",1,Negatif
2023-06-10 00:06:03,LANGIT STUDIOS,"Turun Lagi ah ke Bintang Satu. Sampai sekarang kurir gratis ongkirx tetap pakai sicepat, udah tau si cepat itu Super Lelet. (Seharusx kan klo udah gak sesuai ya kerjasamax diputus dong). Barang saya mandek di gudang sampai 1 minggu lebih. Barang elektronik lagi. Doh......",3,Positif
2023-06-09 21:27:09,Novian Haris,Tokopedia kok sekarang susah keluar gambar baik itu di pencarian atau saat masuk awal. Bahkan aplikasinya sering lemot.,2,Netral
